id,collection,dc.contributor.author[],dc.date.issued[],dc.description.abstract[],dc.description.audio[],dc.description[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[],dc.relation.isformatof[],dc.subject[],dc.title.alternative[],dc.title[],dc.type[]
"44558","1813/42947","Katzenstein, Peter J.","11/10/1984","Katzenstein emphasizes the contradictory elements inherent in the German reunification question.","1_0zma0xze||1_z1vnlgkl","Recorded in Ithaca, NY by Cornell University., Sponsored by: Western Societies Program., Speaker(s): Katzenstein is a professor in the Government Department, Cornell., Lecture, November 10, 1984.||52 minutes","http://hdl.handle.net/1813/43399",,"en_US","3601050","German reunification question (1949-1990)||German reunification question (1949-1990)||Nationalism||Germany (East)--Social conditions--1945-||Germany (East)--Foreign relations--Germany (West) Since 1945","East Germany, West Germany and the Soviet Union: the changing relationship.","The 'German Question' reopened","Sound"
"44576","1813/42947","Saadawi, Nawel","4/17/1985","ElSaadawi discusses the oppression of women in the Third World by imperialist powers and by men in the household and suggests ways in which this oppression hinders creativity.","1_m02fyt8t||1_rb67c0oi","Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies Program,Society for the Humanities,Latin American Studies Program,Near Eastern Studies, Department of., Lecture, April 17, 1985.||60 minutes",,"http://hdl.handle.net/1813/43417","en_US","3600904","Imperialism||Women--Social conditions||Women--Legal status, laws, etc||Developing countries--Women",,"Third world women and creativity","Sound"
"44594","1813/42947","Fuentes, Carlos","3/31/1986","Fuentes describes the turmoil and reforms of 18th century Spain and how they contributed to a loss of power over Spanish lands in the New World, resulting in the wars leading to the independence of Latin America from Spain.","1_9u68cuo1||1_2urcwki2","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Fuentes is a noted Mexican author and critic., Lecture, March 31, 1986.||46 minutes","http://hdl.handle.net/1813/43434",,"en_US","3600203","Latin America--Civilization||Latin America--History||Latin America--Politics and government||Spain--Civilization--History--18th century||Spain--Revolution of American colonies 1700 - 1799",,"Latin America and the West: historical origins and cultural contexts--#8: The revolutions of independence","Sound"
"44560","1813/42947","Grundberg, Andy","11/14/1984","Grundberg defines postmodernism and describes its importance.","1_b10zrd2z||1_0l7g19eq","Recorded in Ithaca, NY by Cornell University., Sponsored by: Art, Department of., Speaker(s): Grundberg is a visiting artist., Lecture, November 14, 1984.||54 minutes","http://hdl.handle.net/1813/43401",,"en_US","3601059","Arts, Modern--20th century||Postmodernism||Photography, Artistic||Photography, Abstract 1900 - 1999",,"Masking and unmasking of photography in post-modernism","Sound"
"44612","1813/42947","Otto, Christian F.","11/5/1987","Otto traces the history of Neumann's various architectural endeavors.","1_r2wdo7c2||1_9je9nvpx","Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Department of., Speaker(s): Professor, History of Architecture, Cornell University., Lecture, November 5, 1987.||72 minutes","http://hdl.handle.net/1813/43450",,"en_US","3600435",,"Preston H. Thomas memorial lectures.","Neumann--presence and history","Sound"
"44563","1813/42947","Hoffmann, Roald","2/6/1985","Hoffmann discusses the rift between scientists and humanists. He presents three case studies of chemistry, poetry, and visual arts and describes the similarities common to these fields.","1_d4nkliv2||1_zav3420r","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Lecture, February 6, 1985.||73 minutes","http://hdl.handle.net/1813/43404",,"en_US","3601019","Education--Study and teaching||Science--Study and teaching||Art--Study and teaching||Science and the humanities",,"One culture: creative modes common to the arts and sciences","Sound"
"44552","1813/42947","Woolhouse, Harold W","10/25/1984","Woolhouse describes the way in which scientists produce new hybrids by genetic manipulation.","1_tyx2sdzt","Recorded in Ithaca, NY by Cornell University., Sponsored by: Andrew D. White Professors-At-Large Program., Lecture, October 25, 1984.||85 minutes","http://hdl.handle.net/1813/43393",,"en_US","3604600","Genetic engineering--Law and legislation||Hybridization","Andrew D. White Professors-At-Large lectures.","Taking control of evolution: genetic manipulation and its consequences for various species","Sound"
"44582","1813/42947","Soyinka, Wole","11/11/1985","Soyinka provides a detailed analysis of African art and discusses Western attitudes toward it.","1_bsyo2b68||1_orzz47ia","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Lecture, November 11, 1985.||75 minutes","http://hdl.handle.net/1813/43423",,"en_US","3600800","African literature||Art, African",,"Outward glance and inward retreat: ambivalence in African arts and literature","Sound"
"44573","1813/42947","Wolff, Tobias, 1945-","4/11/1985","Wolff reads from his works Sister and The Rich Brother.","1_54sheu4p||1_9km5d2dx","Recorded in Ithaca, NY by Cornell University., Sponsored by: Creative Writing Program,National Endowment for the Arts., Reading, April 11, 1985.||50 minutes","http://hdl.handle.net/1813/43414",,"en_US","3600907","Wolff, Tobias, 1945-||Literature, Modern--20th century||Fiction--20th century 1900 - 1999",,"Tobias Wolff reads his own work.","Sound"
"44566","1813/42947","Kabashima, Ikuo, 1947-","3/11/1985","Kabashima discusses the processes which helped maintain the power of the Liberal Democratic Party (LDP) for the last 30 years, particularly in reference to political corruption and the political system's reaction to it.","1_kjwa3ild||1_yfz0cmkz","Recorded in Ithaca, NY by Cornell University., Sponsored by: China- Japan Program., Lecture, March 11, 1985.||73 minutes","http://hdl.handle.net/1813/43407",,"en_US","3600993",,,"Popular support and the stability of the liberal democratic party regime in Japan","Sound"
"44579","1813/42947","Stockwell, John, 1937-||MacMichael, David C.||Kenworthy, Eldon G.||Hathaway, Dale","10/2/1985","Panel discusses several aspects of the CIA: recruitment on campus, international law and involvement in Central America, an inside view of the organization, and current CIA operations in Nicaragua.","1_23yl6w0r||1_vggaymd7","Recorded in Ithaca, NY by Cornell University., Sponsored by: Student Finance Commission,Committee on United States-Latin American Relations (CUSLAR)., Panel, October 2, 1985.||150 minutes","http://hdl.handle.net/1813/43420",,"en_US","3600847","United States. Central Intelligence Agency||Cornell University--Recruiting||Intelligence service||International relations||United States--Foreign relations--Central America",,"Secret wars of the CIA","Sound"
"44559","1813/42947","Borlaug, Norman E. (Norman Ernest), 1914-2009","11/12/1984","Borlaug discusses various social and political influences on the development of agriculture and international agricultural policy.","1_36jol0ps||1_fb6m9ihc","Recorded in Ithaca, NY by Cornell University., Sponsored by: Andrew D. White Professors-At-Large Program., Lecture, November 12, 1984.||53 minutes","http://hdl.handle.net/1813/43400",,"en_US","3604601","Agriculture--International cooperation||Agricultural assistance||Agriculture and politics","Andrew D. White Professors-At-Large lectures.","Seeds and global politics","Sound"
"44615","1813/42947","Salinger, Pierre","11/12/1987","Salinger discusses his experiences as a news correspondent and his views regarding American foreign policy, including his encouragement for individuals to be involved and informed regarding current affairs.","1_cyv7uma4||1_k4yqak2i","Recorded in Ithaca, NY by Cornell University., Sponsored by: Center for International Studies,University Events (Public Affairs) Office of., Speaker(s): The Henry E. and Nancy Horton Bartels World Affairs Fellow, ABC News Chief Foreign Correspondent, Paris, Former Press Secretary to Presidents John F. Kennedy and Lyndon B. Johnson., Lecture, November 12, 1987.||88 minutes","http://hdl.handle.net/1813/43453",,"en_US","3600414","United States--Politics and government||United States--Foreign relations",,"The dangerous realities of America's misperceptions of the world","Sound"
"44542","1813/42947","Certeau, Michel de","10/3/1984","de Certeau analyzes Juan de la Cruz's poetry in light of Spanish mysticism.","1_yxbun3c6||1_3ye5343z","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Lecture, October 3, 1984.||105 minutes","http://hdl.handle.net/1813/43383",,"en_US","3601134","Mysticism in literature||Literature--History and criticism||Comparative literature--Themes, motives||Spanish literature--Classical period, 1500-1700||French literature--16th and 17th centuries 1500 - 1700",,"Sixteenth and seventeenth century Spanish and French mysticism, part 4","Sound"
"44587","1813/42947","Vlastos, Gregory","2/28/1986","Vlastos discusses and defines common uses of irony by referring to the classical works of Aristotle and Socrates.","1_z42jpjen||1_us0pu1th","Recorded in Ithaca, NY by Cornell University., Sponsored by: Classics, Department of., Lecture, February 28, 1986.||60 minutes","http://hdl.handle.net/1813/43428",,"en_US","3600516","Socrates||Aristotle||Irony||Irony in literature","Cornell studies in classical philology. Townsend lectures.","Socratic irony","Sound"
"44595","1813/42947","Vlastos, Gregory","4/1/1986","Vlastos describes the conflict between the views of Socrates and the Lex Talionis, the ancient doctrine of retaliation.","1_wtrtt08d||1_3kd3laup","Recorded in Ithaca, NY by Cornell University., Notes., Sponsored by: Classics, Department of., Lecture, April 1, 1986.||60 minutes","http://hdl.handle.net/1813/43435",,"en_US","3600322","Socrates||Philosophy, Ancient||Lex talionis",,"Socratic rejection of the Lex talionis","Sound"
"44600","1813/42947","Kahane, Meir","11/16/1986","Kahane presents his views on the state of Israel and the presence of Arabs in Israel while responding to a hostile, heckling crowd.","1_7svhr9rg||1_hqrpjdzu","Recorded in Ithaca, NY by Cornell University., Sponsored by: Jewish Awareness Network., Speaker(s): Lecturer founded the Jewish Defense League and is a member of Israel's parliament, the Knesset., Lecture, November 16, 1986.||65 minutes","http://hdl.handle.net/1813/43439",,"en_US","3600161","Jewish nationalism||Jews--Identity||Zionism",,"Speaking at Cornell","Sound"
"44545","1813/42947","Pempel, Alice McDowell","10/3/1984","Pempel discusses yin and yang, or feminine and masculine characteristics, and the need for more yin in our society. She asserts that we must begin to concentrate more on being than on doing and to make time for solitude.","1_zxm6py9v","Recorded in Ithaca, NY by Cornell University., Sponsored by: Center for World Community,Interreligious International Ministries Committee (IRIM)., Lecture, October 3, 1984.||65 minutes","http://hdl.handle.net/1813/43386",,"en_US","3601137","Yin-yang||Spiritual life||Femininity (Philosophy)","America and the world community.","Spirituality, femininity, and world community","Sound"
"44593","1813/42947","Ehrenreich, Barbara","3/10/1986","Ehrenreich talks about the gains women have made through the feminist movement but focuses mainly on the problems that women still face, particularly abortion, sexuality, and economic rights.","1_2lggjv0s||1_yok14km7","Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies Program,Telluride Association., Lecture, March 10, 1986.||80 minutes","http://hdl.handle.net/1813/43433",,"en_US","3600401","Feminism||Women's rights",,"The feminist movement today: a historical perspective","Sound"
"44611","1813/42947","Swaminathan, M. S. (Monkombu Sambasivan)","10/30/1987","Swaminathan explains the benefits and concerns of the green revolution.","1_ioapk3x4||1_7cybr008","Recorded in Ithaca, NY by Cornell University., Speaker(s): Director General, International Rice Research Institute of the Republic of the Philippines., Lecture, October 30, 1987.||65 minutes","http://hdl.handle.net/1813/43449",,"en_US","3600696","Green Revolution||Agricultural productivity",,"The green revolution revisited","Sound"
"44547","1813/42947","Harris, Robert||Stimpson, Catharine R., 1936-||Norton, Mary Beth||Marshall, Jeffrey||Lanham, Richard A.","10/5/1984","The five speakers discusss topics such as the problems facing foreign-language students in American universities, conflicts over the distribution of the National Endowment for the Humanities funds, and the need for public acknowledgement of foreign cultural concerns by the National Endowment for the Humanities.","1_esbyz33l||1_6htt0prf","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Lecture, October 5, 1984.||90 minutes","http://hdl.handle.net/1813/43388",,"en_US","3601141","Education and state||Education--Political aspects||Humanities",,"The humanities in everyday life and public policy","Sound"
"44561","1813/42947","Caplan, Paula J.","11/15/1984","Caplan describes a number of ideas which surround sex differences, particularly those which relate to female masochism.","1_6f7hbfd8||1_056pe7x9","Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies Program,University Health Services., Lecture, November 15, 1984.||80 minutes","http://hdl.handle.net/1813/43402",,"en_US","3601042","Sex differences||Masochism--Sex differences||Psychology, Pathological",,"The myth of women's masochism","Sound"
"44601","1813/42947","Chomsky, Noam","2/9/1987","Chomsky analyzes the activity of the Reagan administration as a right turn' in U.S. government policy, citing such things as a transfer of resources from the poor to the wealthy, an increase in state power and economic control, and an activist foreign policy.","1_xne36r43||1_01xl7li0","Recorded in Ithaca, NY by Cornell University., Sponsored by: Education Against Oppression., Speaker(s): Lecturer is Professor of Linguistics at Massachusetts Institute of Technology, prominent speaker and author in linguistics and social issues., Lecture, February 9, 1987.||","http://hdl.handle.net/1813/43440",,"en_US","3600091","United States--Foreign relations--1981-||United States--Politics and government Since 1981",,"U.S. international and security policy: the right turn' in historical perspective","Sound"
"44569","1813/42947","Benhabib, Seyla||Miller, Richard","3/16/1985","Benhabib explains the latent utopianism evident in Habermas' view of communicative ethics. Miller serves as discussant.","1_qudy3383||1_nuypn2lu","Recorded in Ithaca, NY by Cornell University., Sponsored by: German Literature, Department of,Women's Studies Program., Lecture, March 16, 1985.||78 minutes","http://hdl.handle.net/1813/43410",,"en_US","3600942","Habermas, Jürgen||German literature--20th century||Frankfurt school of sociology||Utopias in literature 1900 - 1999","Rationality and modern society.","The utopian dimension in communicative ethics","Sound"
"44571","1813/42947","Powers, Thomas","3/26/1985","Powers chronicles the events which led to World War I and presents them as a warning against current military policies.","1_mvmsil4i||1_0zsj0bas","Recorded in Ithaca, NY by Cornell University., Sponsored by: November 11th Committee., Lecture, March 26, 1985.||22 minutes","http://hdl.handle.net/1813/43412",,"en_US","3600924","World War, 1914-1918||Nuclear warfare||World War, 1914-1918||United States--History--1914-1918 1914 - 1918",,"U.S. nuclear war plans","Sound"
"44550","1813/42947","Quinones, Riccardo","10/22/1984","Quinones describes the history of the Cain and Abel theme in literature, emphasizing Dante's use of it in the character of Ulysses and Machiavelli's revolutionary application of it in his work.","1_gbeim854","Recorded in Ithaca, NY by Cornell University., Lecture, October 22, 1984.||70 minutes","http://hdl.handle.net/1813/43391",,"en_US","3601159","Dante Alighieri, 1265-1321--Symbolism||Machiavelli, Niccolo, 1469-1527--Symbolism||Comparative literature--Themes, motives||Plots (Drama, novel, etc.)||Cain complex","Renaissance colloquia.","Ulysses' brother: the Cain and Abel theme in Dante and Machiavelli","Sound"
"44565","1813/42947","Benería, Lourdes","3/1/1985","Beneria discusses the involvement of women in economic development around the world and describes the manner in which research has evolved in this field over the past 15 years.","1_r4uxuwu9||1_6q4j3prk","Recorded in Ithaca, NY by Cornell University., Sponsored by: City and Regional Planning, Department of,Women's Studies Program., Speaker(s): Beneria is a member of the economics department at Rutgers University. (In 1986, she joined the faculty in the department of City and Regional Planning, Cornell.), Lecture, March 1, 1985.||84 minutes","http://hdl.handle.net/1813/43406",,"en_US","3601009","Women in rural development||Economic development||Women--Social conditions",,"Women, development and the international economy","Sound"
"44551","1813/42947","Greve, Michael S.||Ranney, Christine K.||McAdams, A. K. (Alan K.)||Jackson, Steven","10/24/1984","McAdams points to the weaknesses in Reagan's economic policy while Greve defends it. Ranney emphasizes social justice concerns while Jachson focuses on the long-term societal effects of Reagan's policies.","1_ksgyxos5||1_n11715a1","Recorded in Ithaca, NY by Cornell University., Sponsored by: Asian-American coalition,University Unions Programming Board,Africana Studies and Research Center., Debate, October 24, 1984.||91 minutes",,"http://hdl.handle.net/1813/43392","en_US","3601174","Reagan, Ronald||United States. President (1981-1989 : Reagan)||United States--Economic policy--1980-||United States--Social conditions--1980- Since 1980","Assessing Reagan's Record.","Assessing Reagan's record: economic policy","Sound"
"44629","1813/42947","LaCapra, Dominick, 1939-||Gates, Henry Louis, Jr.","4/15/1988","Tape includes introductory remarks by La Capra; Gates presents an overview of the state of black education in the United States today and opens the conference Race and the Humanities.","1_zkcg9k3p","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Lecture, April 15, 1988.||25 minutes","http://hdl.handle.net/1813/43467",,"en_US","3600639","Racism in language||Racism--United States||African Americans--Education||United States--Race relations","Race and the humanities.","On the rhetoric of racism in literature","Sound"
"44678","1813/42947","Haley, Alex","2/20/1990",,"1_c3me401b||1_y6ezaz62||1_odcteqfz","Recorded in Ithaca, NY by Cornell University., Speaker(s): Author, Address, February 20, 1990, 8:00 pm, Bailey Hall.||","http://hdl.handle.net/1813/43516",,"en_US","3603360",,,"[Alex Haley speaks at Cornell.]","Sound"
"44648","1813/42947","Greenburg, Reuben","10/24/1988","Greenburg addresses anti-semitic and racist trends in the United States, tracing similarities and contrasts between the black and Jewish community and their impact on images of Jews and blacks.","1_24ydmvah||1_kc479rvd","Recorded in Ithaca, NY by Cornell University., Sponsored by: Jewish Studies Program,Near Eastern Studies, Department of,Africana Studies and Research Center., Speaker(s): Reuben Greenburg is chief of the Charleston Police Department., Lecture, October 24, 1988.||","http://hdl.handle.net/1813/43486",,"en_US","3601991","Antisemitism--United States||Racism--United States||United States--Social conditions--1980- Since 1980",,"Being Black and Jewish","Sound"
"44682","1813/42947","Hays, K. Michael","10/15/1990",,"1_15rwjee3||1_d1fo4f48","Recorded in Ithaca, NY by Cornell University., Sponsored by: Architecture, Department of., Speaker(s): Doctor of Philosophy, MIT., Lecture, October 15, 1990, 5:30 pm, 120 Baker Laboratory.||76 minutes","http://hdl.handle.net/1813/43520",,"en_US","3603541",,"Preston H. Thomas memorial lectures.","Mass culture and artistic autonomy","Sound"
"44656","1813/42947","Meese, Edwin","11/15/1988","Meese gives an overview of Reagan's administration and addresses the challenges facing President-elect Bush in his upcoming administration.","1_3z4uvis9||1_n6s81jau","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board., Speaker(s): Former United States Attorney General., Lecture, November 15, 1988.||","http://hdl.handle.net/1813/43494",,"en_US","3602031","Reagan, Ronald||United States. President (1981-1989 : Reagan)||United States. President (1989-1993 : Bush)",,"The Reagan legacy and beyond","Sound"
"44618","1813/42947","Weizsäcker, Carl Friedrich, Freiherr von, 1912-2007","11/17/1987","Von Weizsacker explains his personal view of philosophy and the philosophy of science.","1_wjdvyabi||1_hznp9ikr","Recorded in Ithaca, NY by Cornell University., Speaker(s): Professor emeritus of physics and philosophy, Universities of Munich and Hamburg., Lecture, November 17, 1987.||80 minutes","http://hdl.handle.net/1813/43456",,"en_US","3600420",,"Philosophical and political consequences of modern science.","Ideas on the philosophy of science","Sound"
"44666","1813/42947","Hite, Molly, 1947-||Muratori, Fred, 1951-","3/16/1989","Muratori discusses and reads his poems which reflect on perfection v. reality as well as the urgency of time. Hite reads from her new book of fiction, Acquired Immunity.","1_vk4hbl66","Recorded in Ithaca, NY by Cornell University., Sponsored by: English, Department of,Graduate Literature Club., Speaker(s): Hite is a professor of English at Cornell and is the author of Class Porn, Muratori is the author of The Possible a selection of poems., Reading, March 16, 1989.||","http://hdl.handle.net/1813/43504",,"en_US","3601778","Hite, Molly, 1947-||Muratori, Fred, 1951-||American poetry--Women authors--20th century||American fiction--20th century 1900 - 1999","Writers at Cornell read.","Molly Hite and Fred Muratori read from their works","Sound"
"44627","1813/42947","Keene, David A.||Chapman, Irv||Ginsberg, Benjamin||Frankovic, Kathleen||Yepsen, David","4/11/1988","Discussants address the question is this democracy? in relation to the 1988 presidential election.","1_i9ndsr2p||1_yhjmqu3t||1_13g2lxq8","Recorded in Ithaca, NY by Cornell University., Sponsored by: Mortar Board Honor Society,Cornell Political Forum,Cornell Republicans,Cornell Democrats., Speaker(s): Keene is chairman of the American Conservative Union, Yepsen is a reporter for the Des Moines Register, Frankovic is director of surveys for the CBS News Election Unit and a 1968 Cornell graduate, Ginsberg is a government professor at Cornell, Chapman, who serves as moderator, is the executive director of the Cornell News Service and a former bureau chief for ABC News., Panel, April 11, 1988.||140 minutes","http://hdl.handle.net/1813/43465",,"en_US","3600703",,,"Is this democracy: 1988 presidential campaign forum","Sound"
"44681","1813/42947","Pasternak, E. B. (Evgeni? Borisovich), 1923-","9/17/1990",,"1_1ygkq9zd||1_71o483ag","Recorded in Ithaca, NY by Cornell University., Sponsored by: Department of Russian Literature,Soviet and East European Studies Program., Speaker(s): Eldest son of author of Doctor Zhivago, Senior Pasternak Scholar in the Soviet Union., Lecture, September 17, 1990, 4:30 pm, G-O8, Uris Hall.||66 minutes","http://hdl.handle.net/1813/43519",,"en_US","3603508",,,"The creation of Doctor Zhivago","Sound"
"44680","1813/42947","MacDougall, Bonnie G.","7/25/1990",,"1_ybcqmzcl||1_6z5x4ov0","Recorded in Ithaca, NY by Cornell University., Sponsored by: Summer Session, Extramural Study, and Related Programs, Division of., Speaker(s): Associate professor of architecture, Cornell., Lecture, July 25, 1990, 7:30 pm, Alumni Hall.||85 minutes","http://hdl.handle.net/1813/43518",,"en_US","3603646",,"Summer Session lectures.","Indian architecture and the mythological imagination","Sound"
"44622","1813/42947","Ali, Tariq","2/28/1988","Ali discusses changes in British intellectual life since the decline of the British Empire.","1_9m0h7fug","Recorded in Ithaca, NY by Cornell University., Sponsored by: Western Societies Program,Cornell Cinema,Council on the Creative and Performing Arts,Society for the Humanities,Arts College Dean's Fund,Near Eastern Studies, Department of., Speaker(s): Ali is a director with Banden (film) Productions., Lecture, February 28, 1988.||21 minutes","http://hdl.handle.net/1813/43460",,"en_US","3600545","Minorities||Europe--Ethnic relations||Great Britain--Ethnic relations","New ethnic minorities in European culture.","Reshaping British consciousness","Sound"
"44641","1813/42947","Derrida, Jacques","10/3/1988","Derrida addresses the concepts and meanings of friendship with a philosophical interpretation.","1_5o3ojxwm||1_1ycbi3o4","Recorded in Ithaca, NY by Cornell University., Sponsored by: Andrew D. White Professors-At-Large Program., Speaker(s): Professor of the History of Philosophy, Ecole des Hautes Etudes en Sciences Sociales, Paris, Andrew D. White Professor-at-Large., Lecture, October 3, 1988.||70 minutes","http://hdl.handle.net/1813/43479",,"en_US","3601944","Friendship||Philosophy","Politiques de l'amitié.","The politics of friendship","Sound"
"44679","1813/42947","Cixous, Hélène, 1937-","4/19/1990",,"1_qpse8gdu||1_doaryrkq||1_v57jynkh","Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies Program., Lecture, April 19, 1990.||","http://hdl.handle.net/1813/43517",,"en_US","3603452",,,"The ladder of writing: the school of dreams and the school of roots","Sound"
"44677","1813/42947","Giovanni, Nikki","11/18/1989","Giovanni reads six of her poems.","1_0pauwvr7||1_hd47b98l","Recorded in Ithaca, NY by Cornell University., Sponsored by: Third World Student Programming Board., Speaker(s): Poet, recording artist and lecturer., Reading, November 18, 1989.||","http://hdl.handle.net/1813/43515",,"en_US","3603273","1900 - 1999","Third world festival of the arts 89.","Nikki Giovanni: an afternoon of poetry","Sound"
"44628","1813/42947","Chien, Frederick F. (Frederick Foo), 1935-","4/12/1988","Discusses the relationship between the Republic of China and the United States on both an economic and political level, particularly after the U.S. non-recognition of Taiwan in 1979.","1_8uqj821q||1_h0dfto61","Recorded in Ithaca, NY by Cornell University., Sponsored by: East Asia Program,Dean's Office of the Graduate School,Johnson Graduate School of Management Federation of Alumni from Taiwan., Speaker(s): Representative of the Coordination Council for North American Affairs, a non-diplomatic mission maintained by the Nationalist Chinese government in the United States., Lecture, April 12, 1988.||75 minutes","http://hdl.handle.net/1813/43466",,"en_US","3600626","China--Foreign relations||China--Economic policy||China--Politics and government",,"The Republic of China on Taiwan and her relations with the United States","Sound"
"44646","1813/42947","Barrett, Michèle","10/19/1988","Barrett describes a new feminist interest in the body which varies significantly from the work of Foucault and from recent discussions of cyborgs. She suggests that this new interest is tied to the broader feminist concern with the politics of reproductive choice.","1_alo2mc59||1_y5nebuig","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): She is senior fellow at the City University at London., Lecture, October 19, 1988.||85 minutes","http://hdl.handle.net/1813/43484",,"en_US","3601981","Feminism||Feminist literature||Women authors",,"Recent developments in feminist theory: women's oppression today reconsidered","Sound"
"44676","1813/42947","Heiferman, Marvin","4/29/1989","Heiferman describes the uses of photography by the media and shows how the study of photography can be, in actuality, a historical review.","1_o5miq2g0","Recorded in Ithaca, NY by Cornell University., Sponsored by: Herbert F. Johnson Museum of Art., Speaker(s): Curator, writer and book editor., Lecture, April 29, 1989.||43 minutes","http://hdl.handle.net/1813/43514",,"en_US","3604647","Photojournalism||Semiotics and the arts||Art and history","Crosscurrents: art images/commercial images.|Arthur S. Penn photography symposia.","Under the influence: art, photography and media culture","Sound"
"44675","1813/42947","Szarkowski, John","4/27/1989","A discussion of the early history of photography and its relation to art in those and later times, with particular emphasis on the different mechanical techniques of early cameras.","1_dlbgza1c||1_gpkou6dx","Recorded in Ithaca, NY by Cornell University., Sponsored by: Andrew D. White Professors-At-Large Program., Speaker(s): Director, Department of Photography, The Museum of Modern Art, NYC, Andrew D. White Professor-at-Large., Lecture, April 27, 1989.||70 minutes","http://hdl.handle.net/1813/43513",,"en_US","3604641","Photography--Early works to 1850||Art and photography||Cameras","Andrew D. White Professors-At-Large lectures.","Early photography and modernism","Sound"
"44645","1813/42947","Seznec, Alain","10/14/1988","A panel discussion concerning the necessity of building an annexation or separate building to provide space for the explosion of new library materials at Cornell.","1_l4kf438u||1_bdktngrb","Recorded in Ithaca, NY by Cornell University., Sponsored by: Library Development, Office of., Panel, October 14, 1988.||92 minutes","http://hdl.handle.net/1813/43483",,"en_US","3601971","Cornell University--Libraries||Academic libraries--New York (State)--Acquisitions||Academic libraries--Acquisitions||Acquisitions (Libraries)","Trustee Council Weekend events.","The Library in the next 25 years: books, computers, information, and research--the basic materials for building tomorrow","Sound"
"44664","1813/42947","Washington, Margaret","3/11/1989","Thandekile Mvusi of Mount Holyoke College was originally scheduled to make this presentation, but was unable to attend the conference. Washington steps in to provide her own rough interpretation of this subject, discussing the acculturation process in America today in which Blacks lose their identitities and conform to white society.","1_fqth1q5o","Recorded in Ithaca, NY by Cornell University., Sponsored by: Women's Studies Program,History, Department of,Hispanic-American Studies Program (HASP),Asian-American Studies Program,American Indian Program,Africana Studies and Research Center., Speaker(s): Professor of history, Cornell, Lecture, March 11, 1989.||","http://hdl.handle.net/1813/43502",,"en_US","3601766","African American women--United States||Acculturation--United States||Black race--Color||African Americans--Social conditions","Women of color in the United States.","Black women, color, and consciousness: Harriet Jacobs and Pauline Breedlove","Sound"
"44620","1813/42947","Khan, Shoaib Sultan","1/29/1988","Khan describes his efforts in coordinating the regional development of rural tribes in Northern Pakistan.","1_9qqyy2p8||1_es4ohndj","Recorded in Ithaca, NY by Cornell University., Sponsored by: City and Regional Planning, Dept. of., Lecture, January 29, 1988.||92 minutes","http://hdl.handle.net/1813/43458",,"en_US","3600372","Agricultural development projects--Pakistan||Pakistan--Economic conditions","International studies in planning seminars.","New approaches to rural development participation: the Aga Khan Rural Support Program in Northern Pakistan","Sound"
"44653","1813/42947","Otto, Christian F.","11/12/1988","Otto explores architecture as space through a detailed study of churches and secular buildings.","1_ydhy4e06||1_paplvp59","Recorded in Ithaca, NY by Cornell University., Sponsored by: Council on the Creative and Performing Arts,Music, Department of,Russian Literature, Department of,Theatre Arts, Department of,New York Council for the Humanities., Speaker(s): Professor of Architecture., Lecture, November 12, 1988.||75 minutes","http://hdl.handle.net/1813/43491",,"en_US","3602025","Architecture--Czechoslovakia||Church architecture","Festival of Czech culture The Baroque and the contemporary in Czech art, music, literature.","The unbearable lightness of building","Sound"
"44668","1813/42947","Glasser, Ira","3/30/1989","Explains the historical and political context of civil liberties in the United States. Shows how the Constitution expresses civil rights and how rights are gained. Discusses the political climate surrounding civil rights today, detailing the threats posed by groups like the Moral Majority.","1_2k5p99mn||1_s928y347||1_tw8ohz43","Recorded in Ithaca, NY by Cornell University., Sponsored by: Public Interest Law Union,Cornell Civil Liberties Union,Law School., Speaker(s): American Civil Liberties Union Executive Director., Lecture, March 30, 1989.||","http://hdl.handle.net/1813/43506",,"en_US","3602403","Civil rights--United States||Constitutional law",,"The crisis in civil liberties","Sound"
"44674","1813/42947","Leary, Timothy, 1920-1996","4/23/1989","Leary advocates for individuality through a humorous look at the traditions and idols of mankind.","1_mde8zhb0||1_n41psf67||1_uj0cvxx8","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell Civil Liberties Union., Lecture, April 23, 1989.||160 minutes","http://hdl.handle.net/1813/43512",,"en_US","3602159","Leary, Timothy, 1920-1996||Individuality||Individualism||United States--History--1961-1969||United States--Social life and customs--20th century--Anecdotes 1900 - 1999",,"[Timothy Leary speaks at Cornell.]","Sound"
