001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,043_##$a,245_0*$a,245_0*$b,245_0*$c,245_0*$h,245_0*$n,246_1#$a,246_1#$b,246_1#$i,246_13$a,246_13$n,246_3#$a,246_3#$n,246_30$a,260_##$a,260_##$b,260_##$c,300_##$a,300_##$b,300_##$c,440_#0$a,500_##$a,505_0#$a,505_1#$a,508_##$a,511_0#$a,511_2#$a,518_##$a,520_##$a,538_##$a,600_#7$0,600_#7$2,600_#7$a,600_#7$d,600_10$a,600_10$d,600_10$t,600_17$0,600_17$2,600_17$a,600_17$d,610_20$a,610_20$b,610_20$v,610_20$x,610_27$0,610_27$2,610_27$a,610_27$b,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,650_00$a,650_00$b,650_00$c,650_00$d,651_#0$a,651_#0$v,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_0#$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_2#$a,710_2#$b,711_2#$a,711_2#$c,711_2#$d,740_* $a,905_##$a,948_1#$a,948_1#$b,948_1#$d,948_1#$e,948_1#$f,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$f,948_2#$h,948_2#$x,948_3#$a,948_3#$h,948_3#$i,leader
3352275,20141219225043.0,vf|cbahos,950420s1997    xx 000 e          vleng d,(NIC)notisARE4439;(OCoLC)41916401;3352275;,NIC,NIC,NIC,,Africana Studies in Africa and the Diaspora,,"Africana Studies and Research Center, Cornell University.",[videorecording] /,,,,,,,,,,,,[1997],9 videocassettes :,"sd., col. ;",1/2 in.,,,,,,"Presiding speaker, Robert L. Harris; keynote speaker, Ali A. Mazrui; welcomed by James Turner.",,"Videotaped live at Sheraton Hotel, Ithaca, New York on September 19-20, 1997.",Speakers present their views on Africana studies in the age of globalizaion.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African diaspora;Blacks;,Congresses.;Congresses.;Congresses.;,Study and teaching (Higher);History;,,,(OCoLC)fst00799710;(OCoLC)fst00799755;(OCoLC)fst00833880;,fast;fast;fast;,African Americans;African diaspora;Blacks;,Study and teaching (Higher),,,,,Africa,Congresses.,History,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Turner, James,;Mazrui, Ali AlʾAmin.;Harris, Robert L.,;",,1940-;1943-;,,Cornell University.,Africana Studies and Research Center.,Africana Studies in Africa and the Diaspora,Cornell University),(1997 :,,19990421120000.0,,,,,,20040621;20110111;20141219;,a;m;m;,pl233;mc256;batch;,lts;lts;lts;,,,addfast,,,,01826cgm a2200433 a 4500
3352275,20141219225043.0,vf|cbahos,950420s1997    xx 000 e          vleng d,(NIC)notisARE4439;(OCoLC)41916401;3352275;,NIC,NIC,NIC,,Africana Studies in Africa and the Diaspora,,"Africana Studies and Research Center, Cornell University.",[videorecording] /,,,,,,,,,,,,[1997],9 videocassettes :,"sd., col. ;",1/2 in.,,,,,,"Presiding speaker, Robert L. Harris; keynote speaker, Ali A. Mazrui; welcomed by James Turner.",,"Videotaped live at Sheraton Hotel, Ithaca, New York on September 19-20, 1997.",Speakers present their views on Africana studies in the age of globalizaion.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African diaspora;Blacks;,Congresses.;Congresses.;Congresses.;,Study and teaching (Higher);History;,,,(OCoLC)fst00799710;(OCoLC)fst00799755;(OCoLC)fst00833880;,fast;fast;fast;,African Americans;African diaspora;Blacks;,Study and teaching (Higher),,,,,Africa,Congresses.,History,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Turner, James,;Mazrui, Ali AlʾAmin.;Harris, Robert L.,;",,1940-;1943-;,,Cornell University.,Africana Studies and Research Center.,Africana Studies in Africa and the Diaspora,Cornell University),(1997 :,,19990421120000.0,,,,,,20040621;20110111;20141219;,a;m;m;,pl233;mc256;batch;,lts;lts;lts;,,,addfast,,,,01826cgm a2200433 a 4500
3352275,20141219225043.0,vf|cbahos,950420s1997    xx 000 e          vleng d,(NIC)notisARE4439;(OCoLC)41916401;3352275;,NIC,NIC,NIC,,Africana Studies in Africa and the Diaspora,,"Africana Studies and Research Center, Cornell University.",[videorecording] /,,,,,,,,,,,,[1997],9 videocassettes :,"sd., col. ;",1/2 in.,,,,,,"Presiding speaker, Robert L. Harris; keynote speaker, Ali A. Mazrui; welcomed by James Turner.",,"Videotaped live at Sheraton Hotel, Ithaca, New York on September 19-20, 1997.",Speakers present their views on Africana studies in the age of globalizaion.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African diaspora;Blacks;,Congresses.;Congresses.;Congresses.;,Study and teaching (Higher);History;,,,(OCoLC)fst00799710;(OCoLC)fst00799755;(OCoLC)fst00833880;,fast;fast;fast;,African Americans;African diaspora;Blacks;,Study and teaching (Higher),,,,,Africa,Congresses.,History,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Turner, James,;Mazrui, Ali AlʾAmin.;Harris, Robert L.,;",,1940-;1943-;,,Cornell University.,Africana Studies and Research Center.,Africana Studies in Africa and the Diaspora,Cornell University),(1997 :,,19990421120000.0,,,,,,20040621;20110111;20141219;,a;m;m;,pl233;mc256;batch;,lts;lts;lts;,,,addfast,,,,01826cgm a2200433 a 4500
3352275,20141219225043.0,vf|cbahos,950420s1997    xx 000 e          vleng d,(NIC)notisARE4439;(OCoLC)41916401;3352275;,NIC,NIC,NIC,,Africana Studies in Africa and the Diaspora,,"Africana Studies and Research Center, Cornell University.",[videorecording] /,,,,,,,,,,,,[1997],9 videocassettes :,"sd., col. ;",1/2 in.,,,,,,"Presiding speaker, Robert L. Harris; keynote speaker, Ali A. Mazrui; welcomed by James Turner.",,"Videotaped live at Sheraton Hotel, Ithaca, New York on September 19-20, 1997.",Speakers present their views on Africana studies in the age of globalizaion.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African diaspora;Blacks;,Congresses.;Congresses.;Congresses.;,Study and teaching (Higher);History;,,,(OCoLC)fst00799710;(OCoLC)fst00799755;(OCoLC)fst00833880;,fast;fast;fast;,African Americans;African diaspora;Blacks;,Study and teaching (Higher),,,,,Africa,Congresses.,History,,,(OCoLC)fst01239509,fast,Africa,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Turner, James,;Mazrui, Ali AlʾAmin.;Harris, Robert L.,;",,1940-;1943-;,,Cornell University.,Africana Studies and Research Center.,Africana Studies in Africa and the Diaspora,Cornell University),(1997 :,,19990421120000.0,,,,,,20040621;20110111;20141219;,a;m;m;,pl233;mc256;batch;,lts;lts;lts;,,,addfast,,,,01826cgm a2200433 a 4500
3380998,20141220000954.0,vf|cbahos,950420s1989    xx --- e          vleng d,(NIC)notisARH3625;(OCoLC)41920564;3380998;,NIC,NIC,,n-us---,From the 60's through the 80's :,the struggle continues,"Africana Studies and Research Center, Cornell University.",[videorecording] /,,,,,,,,,,,,[1989],videocassettes :,"sd., col. ;",1/2 in.,,Title from videocassette label.,,,,"Speaker, Bobby Seale.",,"Videotaped live at Africana Studies and Research Center, Cornell University on April 18, 1989.",Bobby Seale speaks about his involvement in the Black power movement and how the Black Panther Party was formed.,VHS.,,,,,,,,,,,,Black Panther Party.,,,,(OCoLC)fst00547265,fast,Black Panther Party,,fast,Since 1964,African Americans;African Americans;Black power;,,Social conditions;Race identity.;,1964-,United States.,(OCoLC)fst00799666;(OCoLC)fst00799698;(OCoLC)fst00833747;,fast;fast;fast;,African Americans;African Americans;Black power;,Race identity;Social conditions;,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,,,,,"Seale, Bobby,",,1936-,,Cornell University.,Africana Studies and Research Center.,,,,,19990421120000.0,,,,,,20040615;20141219;,a;m;,cs269;batch;,lts;lts;,,,addfast,,,,01650cgm a2200409 a 4500
3443074,20141221052715.0,vf|cbahos,950420s1984    xx 085 e          vleng d,(NIC)notisARP6830;(OCoLC)41918761;3443074;,NIC,NIC,NIC,f------;n-us---;,Blacks in science,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1984],1 videocassette (85 min.) :,"sd., col. ;",1/2 in.,,Title from videocassette label.,,,,"Speaker, Ivan Van Sertima.",,,Ivan Van Sertima discusses the myths of Africans in science and anthropology.  He also talks about Black inventors and modern inventions by Blacks.,VHS.,,,,,,,,,,,,,,,,,,,,,,Science;African American scientists;African American inventors;,,History.,,Africa;United States.;United States.;,(OCoLC)fst00799205;(OCoLC)fst00799349;(OCoLC)fst01108176;,fast;fast;fast;,African American inventors;African American scientists;Science;,,,,,,,,,,,(OCoLC)fst01239509;(OCoLC)fst01204155;,fast;fast;,Africa;United States;,,(OCoLC)fst01411628,fast,History,,"Van Sertima, Ivan.",,,,Cornell University.,Africana Studies and Research Center.,,,,,19990517120000.0,,,,,,20030626;20141220;,a;m;,sok1;batch;,lts;lts;,,,addfast,,,,01519cgm a2200385 a 4500
3481380,20141221072203.0,vf|cbahou,960307s1979    xx 120            vleng d,(NIC)notisART7108;(OCoLC)63891520;3481380;,NIC,NIC,NIC,n-us---,Minister Louis Farrakhan,,"[Cornell University, Africana Studies and Research Center].",[videorecording] /,,,,,,,,,,,,[1979],1 videocassette (120 min.) :,"sd., col. ;",1/2 in.,,"Title from videocassette label.;""AS&RC Conference tape 13."";",,,,,,"Videotaped in 1979 at Ramada Inn, Ithaca, New York.",Louis Farrakhan discusses various topics on African-American issues.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans.;African Americans;,,Politics and government.,,,(OCoLC)fst00799558;(OCoLC)fst00799659;(OCoLC)fst01086509;,fast;fast;fast;,African Americans;African Americans;Race relations;,Politics and government,,,,,United States,,Race relations.,,,(OCoLC)fst01204155,fast,United States,,,,,,"Farrakhan, Louis.",,,,Cornell University.,Africana Studies and Research Center.,,,,,19990820120000.0,,,,,,20040621;20141220;,a;m;,pl233;batch;,lts;lts;,,,addfast,,,,01403cgm a2200373 a 4500
3652078,20141221211120.0,vf|cbahou,920602s1998    xx 340 e          vleng d,(NIC)notisASL9438;(OCoLC)64750213;3652078;,NIC,NIC,NIC,n-us---,John Henri [i.e. Henrik] Clarke,,,[videorecording].,,,,,,,,,,,,1998.,3 videocassettes (340 min.) :,"sd., col. ;",1/2 in.,,Title from videocassette labels.,"pt. 1. Baptist ministers conference (120 min.) -- pt. 2.         Memorial service, July 21, 1998 (120 min.) -- pt. 3. Going home (100 min.).",,,"Speakers: Rev. Calvin Butts, James Turner, Tilden Lemelle ... [et  al.].",,"Videotaped at Abyssinian Baptist Church in New York, on July 20-21, 1998.",Videos show proceedings of the Baptist ministers conference. The   service of commemoration and initiation into eternity of John Henrik Clarke      conducted at the Abyssinian Baptist Church in New York. Scholars pay tribute   to Dr. Clarke and discuss the need to continue Dr. Clarke's Afrocentric         education.,VHS.,,,,,"Clarke, John Henrik,",1915-1998.,,(OCoLC)fst01716605,fast,"Clarke, John Henrik,",1915-1998,,,,,,,,,,,Afrocentrism;African Americans;African American historians;Educators;,Congresses.;Congresses.;Biography.;Biography.;,Study and teaching (Higher),,United States;United States;,(OCoLC)fst00799195;(OCoLC)fst00799710;(OCoLC)fst00800053;(OCoLC)fst00903702;,fast;fast;fast;fast;,African American historians;African Americans;Afrocentrism;Educators;,Study and teaching (Higher),,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423686;(OCoLC)fst01423772;,fast;fast;,Biography;Conference proceedings;,,"Turner, James,",,1940-,,,,,,,,19991209120000.0,,,,,,20040603;20040618;20141221;,a;a;m;,pd36;pl233;batch;,lts;lts;lts;,?,?,addfast,,,,02200cgm a2200457 a 4500
3652078,20141221211120.0,vf|cbahou,920602s1998    xx 340 e          vleng d,(NIC)notisASL9438;(OCoLC)64750213;3652078;,NIC,NIC,NIC,n-us---,John Henri [i.e. Henrik] Clarke,,,[videorecording].,,,,,,,,,,,,1998.,3 videocassettes (340 min.) :,"sd., col. ;",1/2 in.,,Title from videocassette labels.,"pt. 1. Baptist ministers conference (120 min.) -- pt. 2.         Memorial service, July 21, 1998 (120 min.) -- pt. 3. Going home (100 min.).",,,"Speakers: Rev. Calvin Butts, James Turner, Tilden Lemelle ... [et  al.].",,"Videotaped at Abyssinian Baptist Church in New York, on July 20-21, 1998.",Videos show proceedings of the Baptist ministers conference. The   service of commemoration and initiation into eternity of John Henrik Clarke      conducted at the Abyssinian Baptist Church in New York. Scholars pay tribute   to Dr. Clarke and discuss the need to continue Dr. Clarke's Afrocentric         education.,VHS.,,,,,"Clarke, John Henrik,",1915-1998.,,(OCoLC)fst01716605,fast,"Clarke, John Henrik,",1915-1998,,,,,,,,,,,Afrocentrism;African Americans;African American historians;Educators;,Congresses.;Congresses.;Biography.;Biography.;,Study and teaching (Higher),,United States;United States;,(OCoLC)fst00799195;(OCoLC)fst00799710;(OCoLC)fst00800053;(OCoLC)fst00903702;,fast;fast;fast;fast;,African American historians;African Americans;Afrocentrism;Educators;,Study and teaching (Higher),,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423686;(OCoLC)fst01423772;,fast;fast;,Biography;Conference proceedings;,,"Turner, James,",,1940-,,,,,,,,19991209120000.0,,,,,,20040603;20040618;20141221;,a;a;m;,pd36;pl233;batch;,lts;lts;lts;,?,?,addfast,,,,02200cgm a2200457 a 4500
3652078,20141221211120.0,vf|cbahou,920602s1998    xx 340 e          vleng d,(NIC)notisASL9438;(OCoLC)64750213;3652078;,NIC,NIC,NIC,n-us---,John Henri [i.e. Henrik] Clarke,,,[videorecording].,,,,,,,,,,,,1998.,3 videocassettes (340 min.) :,"sd., col. ;",1/2 in.,,Title from videocassette labels.,"pt. 1. Baptist ministers conference (120 min.) -- pt. 2.         Memorial service, July 21, 1998 (120 min.) -- pt. 3. Going home (100 min.).",,,"Speakers: Rev. Calvin Butts, James Turner, Tilden Lemelle ... [et  al.].",,"Videotaped at Abyssinian Baptist Church in New York, on July 20-21, 1998.",Videos show proceedings of the Baptist ministers conference. The   service of commemoration and initiation into eternity of John Henrik Clarke      conducted at the Abyssinian Baptist Church in New York. Scholars pay tribute   to Dr. Clarke and discuss the need to continue Dr. Clarke's Afrocentric         education.,VHS.,,,,,"Clarke, John Henrik,",1915-1998.,,(OCoLC)fst01716605,fast,"Clarke, John Henrik,",1915-1998,,,,,,,,,,,Afrocentrism;African Americans;African American historians;Educators;,Congresses.;Congresses.;Biography.;Biography.;,Study and teaching (Higher),,United States;United States;,(OCoLC)fst00799195;(OCoLC)fst00799710;(OCoLC)fst00800053;(OCoLC)fst00903702;,fast;fast;fast;fast;,African American historians;African Americans;Afrocentrism;Educators;,Study and teaching (Higher),,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423686;(OCoLC)fst01423772;,fast;fast;,Biography;Conference proceedings;,,"Turner, James,",,1940-,,,,,,,,19991209120000.0,,,,,,20040603;20040618;20141221;,a;a;m;,pd36;pl233;batch;,lts;lts;lts;,?,?,addfast,,,,02200cgm a2200457 a 4500
3894560,20141224012049.0,vf|cbahou,001026s1989    xx 160 e          vleng d,(OCoLC)51594691;3894560;,NIC,NIC,NIC,,In the struggle,Willard Straight Hall takeover revisited /,[Cornell University].,[videorecording] :,,In the struggle :,WSH takeover revisited,Title on videocassette label:,,,,,Willard Straight Hall takeover revisited,,,[1989],2 videocassettes (160 min.) :,"sd., col. ;",1/2 in.,,Title from data sheet.,[v. 2] Reunion of students from 1969-.,,"Edward Whitfield, Jacqueline Cox, Frank Dawson, Lorenzo Littles, John Mitchell, Zachary Carter, Ken McClane, Eric Evans, Alexis De Veaux, Lew Zipin, J. Robert Cooke, Gloria Joseph, David Lyons.",,,"Videotaped in 1989 at the Robert Purcell Student Union, Cornell University.","In this documentary, past and present Cornell University students and administrators recount the history of the takeover of Willard Straight Hall by Black students in 1969 and dicuss the implications of the event.",VHS format.,,,,,,,,,,,,Cornell University,,,Students;Political activity;History.;,(OCoLC)fst00530369,fast,Cornell University,,,,African American student movements;African American college students;,,History.;Political activity;History.;,,,(OCoLC)fst00799107;(OCoLC)fst00799374;(OCoLC)fst01136098;,fast;fast;fast;,African American college students;African American student movements;Students;,Political activity;Political activity;,,,,,,,,,,,,,,(OCoLC)fst01411628,fast,History,,,,,,Cornell University.,,,,,Reunion of students from 1969-.,,20001026,o,sok1,lts,,20141223,m,batch,lts,,,addfast,,,,01989cgm a2200385 a 4500
3894560,20141224012049.0,vf|cbahou,001026s1989    xx 160 e          vleng d,(OCoLC)51594691;3894560;,NIC,NIC,NIC,,In the struggle,Willard Straight Hall takeover revisited /,[Cornell University].,[videorecording] :,,In the struggle :,WSH takeover revisited,Title on videocassette label:,,,,,Willard Straight Hall takeover revisited,,,[1989],2 videocassettes (160 min.) :,"sd., col. ;",1/2 in.,,Title from data sheet.,[v. 2] Reunion of students from 1969-.,,"Edward Whitfield, Jacqueline Cox, Frank Dawson, Lorenzo Littles, John Mitchell, Zachary Carter, Ken McClane, Eric Evans, Alexis De Veaux, Lew Zipin, J. Robert Cooke, Gloria Joseph, David Lyons.",,,"Videotaped in 1989 at the Robert Purcell Student Union, Cornell University.","In this documentary, past and present Cornell University students and administrators recount the history of the takeover of Willard Straight Hall by Black students in 1969 and dicuss the implications of the event.",VHS format.,,,,,,,,,,,,Cornell University,,,Students;Political activity;History.;,(OCoLC)fst00530369,fast,Cornell University,,,,African American student movements;African American college students;,,History.;Political activity;History.;,,,(OCoLC)fst00799107;(OCoLC)fst00799374;(OCoLC)fst01136098;,fast;fast;fast;,African American college students;African American student movements;Students;,Political activity;Political activity;,,,,,,,,,,,,,,(OCoLC)fst01411628,fast,History,,,,,,Cornell University.,,,,,Reunion of students from 1969-.,,20001026,o,sok1,lts,,20141223,m,batch,lts,,,addfast,,,,01989cgm a2200385 a 4500
4584642,20141227023648.0,vf|cbahou,030326s1992    xx 085 e          vleng d,(OCoLC)52065717;4584642;,NIC,NIC,,,Are you listening? welfare mothers,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,,,,,,,,,,,,[1971],1 videocassette (58 min.) :,"sd., col. ;",1/2 in.,,Title from videocassetee label.,,,"Speaker, Martha Stewart and welfare mothers.",,,,"This video is about the plight of welfare mothers and the struggles they endure being on welfare.  Also discusses Woodlawn Sisterhood, a black women's group, which serves as a backbone for mothers.",VHS format.,,,,,,,,,,,,Woodlawn Organization.,,,,(OCoLC)fst00550104,fast,Woodlawn Organization,,,,Welfare recipients,,Personal narratives.,,United States,(OCoLC)fst01173635,fast,Welfare recipients,,,,,,,,,,,(OCoLC)fst01204155,fast,United States,,(OCoLC)fst01423843,fast,Personal narratives,,,,,,Martha Stuart Communications.;Cornell University.;,Africana Studies and Research Center.,,,,,,20030326,o,sok1,lts,,20040525;20141226;,a;m;,ahk3;batch;,lts;lts;,,,addfast,,,,01405cgm a2200325 a 4500
4732334,20141227130224.0,vf|cbahou,030626s1988    xx 126 e          vleng d,(OCoLC)52684880;4732334;,NIC,NIC,,n-us---;f------;,State of Black America Conference,fulfilling the Pan-African promise /,"[Cornell University, Africana Studies and Research Center].",[videorecording] :,,,,,,,,,,,,1988.,1 videocassettes (126 min.) :,"sd., col. ;",1/2 in.,,Title from data sheet.,,,,,"Ben-Jochannan Yosef, Lawrence Lucaus.","Videotaped on April 23, 1988.","At the State of Black America Conference held at Cornell University in 1988, the speakers talk about the religious papects of Pan-Africanism.",VHS.,,,,,,,,,,,,,,,,,,,,,,Pan-Africanism;Christianity;Race relations;African Americans;,Congresses.;Congresses.;Congresses.;Congresses.;,Religious aspects,,Africa;United States;,(OCoLC)fst00799558;(OCoLC)fst00859599;(OCoLC)fst01051896;(OCoLC)fst01086522;,fast;fast;fast;fast;,African Americans;Christianity;Pan-Africanism;Race relations;,Religious aspects,,,,,,,,,,(OCoLC)fst01239509;(OCoLC)fst01204155;,fast;fast;,Africa;United States;,,(OCoLC)fst01423772,fast,Conference proceedings,,"Ben-Jochannan, Yosef.;Lucaus, Lawrence.;",,,,Cornell University.,Africana Studies and Research Center.,State of Black America Conference,Cornell University),(1988 :,,,20030626,o,sok1,lts,?,20040526;20141227;,a;m;,cs269;batch;,lts;lts;,,,addfast,,,,01836cgm a2200433 a 4500
4861492,20141227162423.0,vf|cbahou,031013q19801989xx 055 e          vleng d,(OCoLC)64036299;4861492;,NIC,NIC,,,AS&RC conference.,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,Tape 3,Africana Studies and Research Center conference,,Also known as:,,,AS and RC conference,,,,,[Between 1980 and 1989?],1 videocassette (55 min.) :,"sd., col. ;",1/2 in.,,Title from label on videocassette.,,,,"Presented by Johnella Butler, Shirley Webber, Ewart Guinier.",,"Videotaped live at Africana Studies and Research Center, Cornell University.",Johnella Butler talks about the methodology of teaching: there must be a dialogue between students and teachers. Ewart Guinier talks about a program to achieve a profound understanding of the past and the present for the future. Shirley Webber talks about the intellectual necessity for Black education.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;,Congresses.;Congresses.;,Education;History;,,,(OCoLC)fst00799558;(OCoLC)fst00799600;,fast;fast;,African Americans;African Americans;,Education,,,,,,,,,,,,,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Butler, Johnella.;Webber, Shirley.;Guinier, Ewart.;",,,,Cornell University.,Africana Studies and Research Center.,,,,,,20031013,o,sok1,lts,,20040604;20141227;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,01807cgm a2200385 a 4500
4861518,20141227162426.0,vf|cbahou,031013q19801989xx 052 e          vleng d,(OCoLC)64036300;4861518;,NIC,NIC,,,AS&RC conference.,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,Tape 4,,,,Africana Studies and Research Center conference,,AS and RC conference,,,,,[Between 1980 and 1989?],1 videocassette (52 min.) :,"sd., col. ;",1/2 in.,,Title from label on videocassette.,,,,"Presented by Tilden J. Lemelle, William E. Nelson.",,"Videotaped live at Africana Studies and Research Center, Cornell University.","William Nelson explains the need for scholarly research on the status of Black social, economic, and political advancement in order to change government policy towards Blacks. Tilden Lemelle defines the role of Black studies in the higher institution.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;,Congresses.;Congresses.;,Education (Higher);Social conditions;,,,(OCoLC)fst00799607;(OCoLC)fst00799698;,fast;fast;,African Americans;African Americans;,Education (Higher);Social conditions;,,,,,,,,,,,,,,(OCoLC)fst01423772,fast,Conference proceedings,,"Lemelle, Tilden J.;Nelson, William E.;",,,,Cornell University.,Africana Studies and Research Center.,,,,,,20031013,o,sok1,lts,,20040603;20141227;,a;m;,cs269;batch;,lts;lts;,,,addfast,,,,01692cgm a2200361 a 4500
4861535,20141227162429.0,vf|cbahou,031013q19801989xx 064 e          vleng d,(OCoLC)64036301;4861535;,NIC,NIC,,,AS&RC conference.,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,Tape 5,,,,Africana Studies and Research Center conference.,Tape 5,AS and RC conference.,Tape 5,,,,[Between 1980 and 1989?],1 videocassette (64 min.) :,"sd., col. ;",1/2 in.,,Title from label on videocassette.,,,,"Presented by Ibrahim Sundiata, Ivan Van Sertima.",,"Videotaped live at Africana Studies and Research Center, Cornell University.","Examine the challenges and advantages of redefining African history in a historical, socio-cultural, and anthropological context.",VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans,Congresses.,History,,,(OCoLC)fst00799558,fast,African Americans,,,,,,,,,,,,,,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Sundiata, I. K.;Van Sertima, Ivan.;",,,,Cornell University.,Africana Studies and Research Center.,,,,,,20031013,o,sok1,lts,,20040604;20141227;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,01462cgm a2200349 a 4500
4861560,20141227162431.0,vf|cbahou,031013q19801989xx 050 e          vleng d,(OCoLC)64036302;4861560;,NIC,NIC,,,AS&RC conference.,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,Tape 6,,,,Africana Studies and Research Center conference.,Tape 6,AS and RC conference.,Tape 6,,,,[Between 1980 and 1989?],1 videocassette (50 min.) :,"sd., col. ;",1/2 in.,,Title from label on videocassette.,,,,"Presented by Ibrahim Sundiata, Ivan Van Sertima.",,"Videotaped live at Africana Studies and Research Center, Cornell University.",Lectures on African history and the importance of an Afrocentric perspective for the  study and teaching African history.,VHS.,,,,,,,,,,,,,,,,,,,,,,African Americans;African Americans;,Congresses.;Congresses.;,History;Study and teaching;,,,(OCoLC)fst00799558;(OCoLC)fst00799707;,fast;fast;,African Americans;African Americans;,Study and teaching,,,,,,,,,,,,,,(OCoLC)fst01423772;(OCoLC)fst01411628;,fast;fast;,Conference proceedings;History;,,"Sundiata, I. K.;Van Sertima, Ivan.;",,,,Cornell University.,Africana Studies and Research Center.,,,,,,20031013,o,sok1,lts,,20040603;20141227;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,01601cgm a2200373 a 4500
4861575,20141227162432.0,vf|cbahou,031013q19801989xx 096 e          vleng d,(OCoLC)64036303;4861575;,NIC,NIC,,,AS&RC conference.,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,Tape 8,,,,Africana Studies and Research Center conference.,Tape 8,AS and RC conference.,Tape 8,,,,[Between 1980 and 1989?],1 videocassette (96 min.) :,"sd., col. ;",1/2 in.,,Title from label on videocassette.,,,,"Presented by Eleanor Traylor, Toni Cade Bambara, Stephen Henderson, George Kent.",,"Videotaped live at Africana Studies and Research Center, Cornell University.",Eleanor Traylor defines and examine modernity. The three panelists discuss the question of modernity and other directions as it relates to African American literature.,VHS.,,,,,,,,,,,,,,,,,,,,,,American literature;Modernism (Literature);,Congresses.;Congresses.;,African American authors,,,(OCoLC)fst00807114;(OCoLC)fst01024455;,fast;fast;,American literature;Modernism (Literature);,African American authors,,,,,,,,,,,,,,(OCoLC)fst01423772,fast,Conference proceedings,,"Traylor, Eleanor.;Bambara, Toni Cade;Henderson, Stephen Evangelist,;Kent, George.;",,1925-,,Cornell University.,Africana Studies and Research Center.,,,,,,20031013,o,sok1,lts,,20040604;20141227;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,01732cgm a2200385 a 4500
4861600,20141227162433.0,vf|cbahou,031013q19801989xx 052 e          vleng d,(OCoLC)64036304;4861600;,NIC,NIC,,,AS&RC conference.,,"[Africana Studies and Research Center, Cornell University].",[videorecording] /,Tape 9,,,,Africana Studies and Research Center conference.,Tape 9,AS and RC Conference.,Tape 9,,,,[Between 1980 and 1989?],1 videocassette (52 min.) :,"sd., col. ;",1/2 in.,,Title from label on videocassette.,,,,"Presented by Gayla Cook, Makila James, Robert Johnson.",,"Videotaped live at Africana Studies and Research Center, Cornell University.","These graduates reflect upon their experiences at the Africana Studies and Reaearch Center, Cornell University. Relate how they were propared for their lives through the institution. Also explain the need for Black institutions within larger institutions.",VHS.,,,,,,,,,,,,Cornell University,Africana Studies and Research Center,Congresses.,,(OCoLC)fst00635721,fast,Cornell University.,Africana Studies and Research Center,,,African Americans,Congresses.,Study and teaching,,,(OCoLC)fst00799707,fast,African Americans,Study and teaching,,,,,,,,,,,,,,(OCoLC)fst01423772,fast,Conference proceedings,,"Cook, Gayla.;James, Makila.;Johnson, Robert.;",,,,Cornell University.,Africana Studies and Research Center.,,,,,,20031013,o,sok1,lts,,20040604;20141227;,a;m;,pd36;batch;,lts;lts;,?,?,addfast,,,,01787cgm a2200373 a 4500
